timestamp,fps,stall_duration_ms,bitrate_mbps
23.027599096298218,27,0.0,0.0
24.0292227268219,60,0,0.369064
25.030192375183105,59,0,0.397304
26.03097128868103,60,0,0.401024
27.032925844192505,60,0,0.375928
28.035388946533203,53,0,0.663744
29.036680698394775,60,0,0.555048
30.038901329040527,60,0,0.529024
31.040104866027832,60,0,1.005872
32.040793895721436,60,0,1.486888
33.04260301589966,59,0,1.912752
34.04370927810669,57,0,1.390992
35.04421854019165,61,0,1.091608
36.04518961906433,60,0,1.007352
37.046379804611206,60,0,0.516824
38.04716515541077,60,0,0.265416
39.049036264419556,60,0,0.207512
40.049763917922974,60,0,0.22212
41.051050901412964,60,0,0.362064
42.05180239677429,60,0,0.850352
43.05223989486694,54,0,1.148496
44.05355644226074,58,0,1.046248
45.055010080337524,56,0,1.02892
46.056023597717285,57,0,1.665672
47.05645966529846,60,0,1.633888
48.0577666759491,60,0,1.913664
49.059653759002686,60,0,1.473608
50.06081557273865,58,0,1.242496
51.06141424179077,60,0,1.202792
52.06296730041504,55,0,1.00356
53.06370210647583,61,0,1.395288
54.06539273262024,60,0,1.480088
55.067620277404785,59,0,1.411496
56.06900954246521,58,0,1.386592
57.07005763053894,59,0,1.22472
58.07257270812988,11,832.6020240783691,0.188288
59.07391953468323,0,1001.3468265533447,0.0
60.07515239715576,0,1001.2328624725342,0.0
61.07817363739014,0,1003.021240234375,0.0
