timestamp,fps,stall_duration_ms,bitrate_mbps
21.027645111083984,43,0.0,0.0
22.02848982810974,60,0,0.47868
23.029053688049316,59,0,0.47396
24.029937982559204,60,0,0.517448
25.030354738235474,60,0,0.450984
26.030735731124878,53,0,0.793264
27.031121015548706,60,0,0.669888
28.03297472000122,59,0,0.63816
29.03390097618103,60,0,1.088024
30.03585457801819,60,0,1.50208
31.036781072616577,60,0,1.968184
32.03772449493408,61,0,1.417632
33.03825330734253,60,0,1.079656
34.03920292854309,60,0,1.0036
35.04018998146057,59,0,0.478392
36.04101276397705,60,0,0.262512
37.04288721084595,60,0,0.270976
38.04399061203003,60,0,1.002488
39.04529547691345,60,0,1.140752
40.04698443412781,60,0,1.140032
41.048054695129395,51,0,1.408008
42.048994064331055,60,0,1.51708
43.04990077018738,59,0,1.499056
44.05056285858154,60,0,2.007464
45.05239272117615,60,0,1.760432
46.05343770980835,60,0,1.98796
47.054718255996704,60,0,1.440096
48.05525612831116,60,0,1.29392
49.055965185165405,60,0,1.164368
50.05651903152466,60,0,1.122024
51.05691838264465,60,0,1.408592
52.05930781364441,59,0,1.47832
53.06032371520996,60,0,1.442896
54.062328577041626,58,0,1.42164
55.06333947181702,60,0,1.216616
56.06512498855591,20,585.8795642852783,0.902232
57.06652069091797,0,1001.3957023620605,0.0
58.068177461624146,0,1001.6567707061768,0.0
