phase,avg_fps,total_stall_ms,game_mbps,attack_mbps,j_index
baseline,54.76315789473684,2588.9320373535156,1.0380898947368422,0.0,nan
wired_attack,53.205128205128204,3103.7256717681885,1.0135191794871792,37.26779661016948,0.5271754766176865
lossy_attack,52.35897435897436,3838.202953338623,0.8732488205128204,36.776666666666664,0.5237312631164166
